userid,venueid,timestamp
Arya_Stark,Winterfell,2020-01-09T12:04:51.0
Lyanna_Mormont,Winterfell,2020-01-09T12:05:06.0
Lyanna_Mormont,Winterfell,2020-01-09T12:05:08.0
Davos_Seaworth,Winterfell,2020-01-09T12:05:37.0
Davos_Seaworth,Winterfell,2020-01-09T12:05:57.0
Drogon,Winterfell,2020-01-09T12:06:05.0
Davos_Seaworth,Winterfell,2020-01-09T12:06:11.0
Arya_Stark,Winterfell,2020-01-09T12:06:14.0
Davos_Seaworth,Winterfell,2020-01-09T12:06:45.0
Beric_Dondarrion,Winterfell,2020-01-09T12:06:58.0
Davos_Seaworth,Winterfell,2020-01-09T12:07:02.0
Beric_Dondarrion,Winterfell,2020-01-09T12:07:08.0
Beric_Dondarrion,Winterfell,2020-01-09T12:08:33.0
Drogon,Winterfell,2020-01-09T12:08:36.0
Jon_Snow,Winterfell,2020-01-09T12:08:44.0
Davos_Seaworth,Winterfell,2020-01-09T12:08:56.0
Arya_Stark,Winterfell,2020-01-09T12:08:56.0
Beric_Dondarrion,Winterfell,2020-01-09T12:09:20.0
Teela,Winterfell,2020-01-09T12:09:39.0
Bran_Stark,Winterfell,2020-01-09T12:12:50.0
Drogon,Winterfell,2020-01-09T12:13:15.0
Drogon,Winterfell,2020-01-09T12:13:47.0
Davos_Seaworth,Winterfell,2020-01-09T12:14:03.0
Arya_Stark,Winterfell,2020-01-09T12:14:03.0
Davos_Seaworth,Winterfell,2020-01-09T12:14:15.0
Davos_Seaworth,Winterfell,2020-01-09T12:14:26.0
Arya_Stark,Winterfell,2020-01-09T12:14:26.0
Davos_Seaworth,Winterfell,2020-01-09T12:14:35.0
Arya_Stark,Winterfell,2020-01-09T12:14:35.0
Davos_Seaworth,Winterfell,2020-01-09T12:14:58.0
Lyanna_Mormont,Winterfell,2020-01-09T12:14:58.0
Jaime_Lannister,Winterfell,2020-01-09T12:14:58.0
Jon_Snow,Winterfell,2020-01-09T12:15:20.0
Jon_Snow,Winterfell,2020-01-09T12:15:39.0
Jaime_Lannister,Winterfell,2020-01-09T12:16:07.0
Jaime_Lannister,Winterfell,2020-01-09T12:17:32.0
Jaime_Lannister,Winterfell,2020-01-09T12:18:14.0
Beric_Dondarrion,Winterfell,2020-01-09T12:18:58.0
Arya_Stark,Winterfell,2020-01-09T12:19:48.0
Beric_Dondarrion,Winterfell,2020-01-09T12:20:12.0
Arya_Stark,Winterfell,2020-01-09T12:20:12.0
Davos_Seaworth,Winterfell,2020-01-09T12:20:12.0
Lyanna_Mormont,Winterfell,2020-01-09T12:20:26.0
Arya_Stark,Winterfell,2020-01-09T12:20:48.0
Lyanna_Mormont,Winterfell,2020-01-09T12:21:03.0
Beric_Dondarrion,Winterfell,2020-01-09T12:21:32.0
Arya_Stark,Winterfell,2020-01-09T12:21:32.0
Lyanna_Mormont,Winterfell,2020-01-09T12:22:17.0
Drogon,Winterfell,2020-01-09T12:22:33.0
Drogon,Winterfell,2020-01-09T12:23:16.0
Jon_Snow,Winterfell,2020-01-09T12:23:16.0
Drogon,Winterfell,2020-01-09T12:23:43.0
Jon_Snow,Winterfell,2020-01-09T12:23:43.0
Arya_Stark,Winterfell,2020-01-09T12:24:03.0
Arya_Stark,Winterfell,2020-01-09T12:27:15.0
Arya_Stark,Winterfell,2020-01-09T12:28:13.0
Teela,Winterfell,2020-01-09T12:29:29.0
Beric_Dondarrion,Winterfell,2020-01-09T12:30:25.0
Beric_Dondarrion,Winterfell,2020-01-09T12:31:36.0
Arya_Stark,Winterfell,2020-01-09T12:31:36.0
Beric_Dondarrion,Winterfell,2020-01-09T12:32:19.0
Arya_Stark,Winterfell,2020-01-09T12:32:19.0
Beric_Dondarrion,Winterfell,2020-01-09T12:33:56.0
Arya_Stark,Winterfell,2020-01-09T12:33:56.0
Bran_Stark,Winterfell,2020-01-09T12:34:38.0
Jon_Snow,Winterfell,2020-01-09T12:35:02.0
Bran_Stark,Winterfell,2020-01-09T12:35:04.0
Bran_Stark,Winterfell,2020-01-09T12:35:07.0
Jon_Snow,Winterfell,2020-01-09T12:35:07.0
Jon_Snow,Winterfell,2020-01-09T12:35:41.0
Jon_Snow,Winterfell,2020-01-09T12:35:49.0
Drogon,Winterfell,2020-01-09T12:35:49.0
Jon_Snow,Winterfell,2020-01-09T12:35:55.0
Drogon,Winterfell,2020-01-09T12:35:55.0
Jon_Snow,Winterfell,2020-01-09T12:36:15.0
Drogon,Winterfell,2020-01-09T12:36:18.0
Drogon,Winterfell,2020-01-09T12:37:09.0
Drogon,Winterfell,2020-01-09T12:38:01.0
Jon_Snow,Winterfell,2020-01-09T12:38:01.0
Jon_Snow,Winterfell,2020-01-09T12:39:36.0
Jaime_Lannister,Winterfell,2020-01-09T12:40:40.0
Lyanna_Mormont,Winterfell,2020-01-09T12:40:46.0
Qhono,Winterfell,2020-01-09T12:40:50.0
Jon_Snow,Winterfell,2020-01-09T12:41:10.0
Teela,Winterfell,2020-01-09T12:42:17.0
Bran_Stark,Winterfell,2020-01-09T12:42:35.0
Jon_Snow,Winterfell,2020-01-09T12:42:52.0
Jon_Snow,Winterfell,2020-01-09T12:43:14.0
Drogon,Winterfell,2020-01-09T12:43:14.0
Drogon,Winterfell,2020-01-09T12:44:14.0
Jon_Snow,Winterfell,2020-01-09T12:45:12.0
Jaime_Lannister,Winterfell,2020-01-09T12:45:12.0
Jon_Snow,Winterfell,2020-01-09T12:45:39.0
Bran_Stark,Winterfell,2020-01-09T12:46:17.0
Jon_Snow,Winterfell,2020-01-09T12:48:05.0
Jaime_Lannister,Winterfell,2020-01-09T12:48:13.0
Teela,Winterfell,2020-01-09T12:48:50.0
Jon_Snow,Winterfell,2020-01-09T12:49:12.0
Bran_Stark,Winterfell,2020-01-09T12:49:25.0
Jaime_Lannister,Winterfell,2020-01-09T12:50:05.0
Bran_Stark,Winterfell,2020-01-09T12:50:58.0
Bran_Stark,Winterfell,2020-01-09T12:52:57.0
Jon_Snow,Winterfell,2020-01-09T12:53:17.0
Bran_Stark,Winterfell,2020-01-09T12:53:40.0
Bran_Stark,Winterfell,2020-01-09T12:54:26.0
Jon_Snow,Winterfell,2020-01-09T12:54:39.0
Bran_Stark,Winterfell,2020-01-09T12:55:33.0
Jon_Snow,Winterfell,2020-01-09T12:55:43.0
Bran_Stark,Winterfell,2020-01-09T12:55:49.0
Bran_Stark,Winterfell,2020-01-09T12:56:15.0
Arya_Stark,Winterfell,2020-01-09T12:56:15.0
Jon_Snow,Winterfell,2020-01-09T12:56:23.0
Jaime_Lannister,Winterfell,2020-01-09T12:56:25.0
Jon_Snow,Winterfell,2020-01-09T12:57:07.0
Jaime_Lannister,Winterfell,2020-01-09T12:57:16.0
Teela,Winterfell,2020-01-09T12:57:36.0
Bran_Stark,Winterfell,2020-01-09T12:57:52.0
Arya_Stark,Winterfell,2020-01-09T12:57:52.0
Drogon,Winterfell,2020-01-09T12:58:36.0
Davos_Seaworth,Winterfell,2020-01-09T13:00:05.0
Jon_Snow,Winterfell,2020-01-09T13:05:54.0
Jon_Snow,Winterfell,2020-01-09T13:05:58.0
Bran_Stark,Winterfell,2020-01-09T13:05:58.0
Arya_Stark,Winterfell,2020-01-09T13:05:58.0
Jon_Snow,Winterfell,2020-01-09T13:06:04.0
Bran_Stark,Winterfell,2020-01-09T13:06:04.0
Arya_Stark,Winterfell,2020-01-09T13:06:04.0
Jaime_Lannister,Winterfell,2020-01-09T13:06:04.0
Jon_Snow,Winterfell,2020-01-09T13:06:25.0
Bran_Stark,Winterfell,2020-01-09T13:06:25.0
Arya_Stark,Winterfell,2020-01-09T13:06:25.0
Jaime_Lannister,Winterfell,2020-01-09T13:06:25.0
Ghost,Winterfell,2020-01-09T13:06:25.0
Jon_Snow,Winterfell,2020-01-09T13:06:34.0
Bran_Stark,Winterfell,2020-01-09T13:06:34.0
Arya_Stark,Winterfell,2020-01-09T13:06:34.0
Jaime_Lannister,Winterfell,2020-01-09T13:06:34.0
Ghost,Winterfell,2020-01-09T13:06:34.0
Jon_Snow,Winterfell,2020-01-09T13:08:15.0
Bran_Stark,Winterfell,2020-01-09T13:08:15.0
Arya_Stark,Winterfell,2020-01-09T13:08:15.0
Jaime_Lannister,Winterfell,2020-01-09T13:08:15.0
Ghost,Winterfell,2020-01-09T13:08:15.0
Davos_Seaworth,Winterfell,2020-01-09T13:08:15.0
Beric_Dondarrion,Winterfell,2020-01-09T13:08:23.0
Arya_Stark,Winterfell,2020-01-09T13:08:23.0
Jon_Snow,Winterfell,2020-01-09T13:08:40.0
Lyanna_Mormont,Winterfell,2020-01-09T13:08:40.0
Jon_Snow,Winterfell,2020-01-09T13:08:53.0
Jon_Snow,Winterfell,2020-01-09T13:10:01.0
Bran_Stark,Winterfell,2020-01-09T13:10:01.0
Arya_Stark,Winterfell,2020-01-09T13:10:01.0
Jaime_Lannister,Winterfell,2020-01-09T13:10:01.0
Ghost,Winterfell,2020-01-09T13:10:01.0
Davos_Seaworth,Winterfell,2020-01-09T13:10:01.0
Lyanna_Mormont,Winterfell,2020-01-09T13:10:01.0
Beric_Dondarrion,Winterfell,2020-01-09T13:10:01.0
Jon_Snow,Winterfell,2020-01-09T13:10:22.0
Bran_Stark,Winterfell,2020-01-09T13:10:22.0
Jon_Snow,Winterfell,2020-01-09T13:12:50.0
Bran_Stark,Winterfell,2020-01-09T13:12:50.0
Jaime_Lannister,Winterfell,2020-01-09T13:12:50.0
Davos_Seaworth,Winterfell,2020-01-09T13:12:50.0
Jon_Snow,Winterfell,2020-01-09T13:13:13.0
Jon_Snow,Winterfell,2020-01-09T13:13:20.0
Bran_Stark,Winterfell,2020-01-09T13:13:20.0
Jaime_Lannister,Winterfell,2020-01-09T13:13:37.0
Davos_Seaworth,Winterfell,2020-01-09T13:14:35.0
Davos_Seaworth,Winterfell,2020-01-09T13:14:39.0
Jaime_Lannister,Winterfell,2020-01-09T13:14:39.0
Jon_Snow,Winterfell,2020-01-09T13:14:39.0
Bran_Stark,Winterfell,2020-01-09T13:14:39.0
Davos_Seaworth,Winterfell,2020-01-09T13:14:49.0
Bran_Stark,Winterfell,2020-01-09T13:15:40.0
Bran_Stark,Winterfell,2020-01-09T13:15:50.0
Maester_Wolkan,Winterfell,2020-01-09T13:15:50.0
Jon_Snow,Winterfell,2020-01-09T13:15:54.0
Jon_Snow,Winterfell,2020-01-09T13:16:04.0
Jon_Snow,Winterfell,2020-01-09T13:16:38.0
Jaime_Lannister,Winterfell,2020-01-09T13:16:38.0
Jaime_Lannister,Winterfell,2020-01-09T13:17:12.0
Jon_Snow,Winterfell,2020-01-09T13:18:16.0
Davos_Seaworth,Winterfell,2020-01-09T13:18:16.0
Jaime_Lannister,Winterfell,2020-01-09T13:18:38.0
Jon_Snow,Winterfell,2020-01-09T13:18:47.0
Davos_Seaworth,Winterfell,2020-01-09T13:18:47.0
Jaime_Lannister,Winterfell,2020-01-09T13:20:01.0
Jaime_Lannister,Winterfell,2020-01-09T13:20:34.0
Willa,Winterfell,2020-01-09T13:21:21.0
Arya_Stark,Winterfell,2020-01-09T13:25:31.0
Jaime_Lannister,Winterfell,2020-01-09T13:28:34.0
Jon_Snow,Winterfell,2020-01-09T13:33:05.0
Jaime_Lannister,Winterfell,2020-01-09T13:33:25.0
Jon_Snow,Winterfell,2020-01-09T13:37:14.0
Davos_Seaworth,Winterfell,2020-01-09T13:37:14.0
Bran_Stark,Winterfell,2020-01-09T13:37:14.0
Arya_Stark,Winterfell,2020-01-09T13:37:14.0
Jon_Snow,Winterfell,2020-01-09T13:39:35.0
Bran_Stark,Winterfell,2020-01-09T13:39:35.0
Arya_Stark,Winterfell,2020-01-09T13:39:35.0
Drogon,Winterfell,2020-01-09T13:45:44.0
Drogon,Winterfell,2020-01-09T13:46:05.0
Davos_Seaworth,Winterfell,2020-01-09T13:48:36.0
Jon_Snow,Winterfell,2020-01-09T13:48:36.0
Jon_Snow,Winterfell,2020-01-09T13:49:16.0
Jon_Snow,Winterfell,2020-01-09T13:49:22.0
Ghost,Winterfell,2020-01-09T13:49:22.0
Jon_Snow,Winterfell,2020-01-09T13:50:05.0
Jon_Snow,Winterfell,2020-01-09T13:51:18.0
Jon_Snow,Winterfell,2020-01-09T13:51:51.0
Davos_Seaworth,Winterfell,2020-01-09T13:51:51.0
Ghost,Winterfell,2020-01-09T13:51:51.0
Jaime_Lannister,Winterfell,2020-01-09T14:05:26.0
Maester_Wolkan,Winterfell,2020-01-09T14:05:30.0
Jaime_Lannister,Winterfell,2020-01-09T14:05:34.0
Jaime_Lannister,Winterfell,2020-01-09T14:06:16.0
Jaime_Lannister,Winterfell,2020-01-09T14:06:57.0
Jaime_Lannister,Winterfell,2020-01-09T14:08:53.0
Daenerys_Targaryen,Outside Winterfell,2020-01-09T13:45:36.0
Rhaegal,Outside Winterfell,2020-01-09T13:45:36.0
Cersei_Lannister,King's Landing,2020-01-09T13:58:55.0
Qyburn,King's Landing,2020-01-09T13:58:55.0
Cersei_Lannister,King's Landing,2020-01-09T13:59:07.0
Qyburn,King's Landing,2020-01-09T13:59:07.0
Gregor_Clegane,King's Landing,2020-01-09T13:59:07.0
Lord_Varys,King's Landing,2020-01-09T14:09:18.0
Daenerys_Targaryen,King's Landing,2020-01-09T14:09:18.0
Gregor_Clegane,King's Landing,2020-01-09T14:09:34.0
Cersei_Lannister,King's Landing,2020-01-09T14:09:34.0
Gregor_Clegane,King's Landing,2020-01-09T14:09:51.0
Cersei_Lannister,King's Landing,2020-01-09T14:09:51.0
Lord_Varys,King's Landing,2020-01-09T14:09:51.0
Daenerys_Targaryen,King's Landing,2020-01-09T14:09:51.0
Gregor_Clegane,King's Landing,2020-01-09T14:10:13.0
Cersei_Lannister,King's Landing,2020-01-09T14:10:13.0
Lord_Varys,King's Landing,2020-01-09T14:10:13.0
Daenerys_Targaryen,King's Landing,2020-01-09T14:10:13.0
Gregor_Clegane,King's Landing,2020-01-09T14:11:10.0
Cersei_Lannister,King's Landing,2020-01-09T14:11:10.0
Lord_Varys,King's Landing,2020-01-09T14:11:10.0
Daenerys_Targaryen,King's Landing,2020-01-09T14:11:10.0
Qyburn,King's Landing,2020-01-09T14:11:10.0
Lord_Varys,King's Landing,2020-01-09T14:11:37.0
Daenerys_Targaryen,King's Landing,2020-01-09T14:11:37.0
Qyburn,King's Landing,2020-01-09T14:11:37.0
Qyburn,King's Landing,2020-01-09T14:12:02.0
Qyburn,King's Landing,2020-01-09T14:12:09.0
Qyburn,King's Landing,2020-01-09T14:12:54.0
Gregor_Clegane,King's Landing,2020-01-09T14:12:54.0
Cersei_Lannister,King's Landing,2020-01-09T14:12:54.0
Lord_Varys,King's Landing,2020-01-09T14:12:54.0
Daenerys_Targaryen,King's Landing,2020-01-09T14:12:54.0
Gregor_Clegane,King's Landing,2020-01-09T14:14:06.0
Cersei_Lannister,King's Landing,2020-01-09T14:14:06.0
Qyburn,King's Landing,2020-01-09T14:14:06.0
Lord_Varys,King's Landing,2020-01-09T14:14:06.0
Daenerys_Targaryen,King's Landing,2020-01-09T14:14:06.0
Gregor_Clegane,King's Landing,2020-01-09T14:15:26.0
Cersei_Lannister,King's Landing,2020-01-09T14:15:26.0
Gregor_Clegane,King's Landing,2020-01-09T14:17:13.0
Cersei_Lannister,King's Landing,2020-01-09T14:17:13.0
Qyburn,King's Landing,2020-01-09T14:17:13.0
Lord_Varys,King's Landing,2020-01-09T14:17:13.0
Daenerys_Targaryen,King's Landing,2020-01-09T14:17:13.0
Gregor_Clegane,King's Landing,2020-01-09T14:17:48.0
Cersei_Lannister,King's Landing,2020-01-09T14:17:48.0
Qyburn,King's Landing,2020-01-09T14:17:48.0
Lord_Varys,King's Landing,2020-01-09T14:17:48.0
Daenerys_Targaryen,King's Landing,2020-01-09T14:17:48.0
Gregor_Clegane,King's Landing,2020-01-09T14:18:01.0
Cersei_Lannister,King's Landing,2020-01-09T14:18:01.0
Qyburn,King's Landing,2020-01-09T14:18:01.0
Lord_Varys,King's Landing,2020-01-09T14:18:01.0
Daenerys_Targaryen,King's Landing,2020-01-09T14:18:01.0
Eleanor's_Daughter,King's Landing,2020-01-09T14:39:32.0
Jon_Snow,King's Landing,2020-01-09T14:40:15.0
Jon_Snow,King's Landing,2020-01-09T14:40:38.0
Northern_Guard,King's Landing,2020-01-09T14:41:37.0
Jon_Snow,King's Landing,2020-01-09T14:50:46.0
Jon_Snow,King's Landing,2020-01-09T14:51:18.0
Cersei_Lannister,King's Landing,2020-01-09T14:51:31.0
Cersei_Lannister,King's Landing,2020-01-09T14:51:40.0
Qyburn,King's Landing,2020-01-09T14:51:40.0
Gregor_Clegane,King's Landing,2020-01-09T14:51:40.0
Eleanor's_Daughter,King's Landing,2020-01-09T14:52:11.0
Eleanor's_Daughter,King's Landing,2020-01-09T14:52:26.0
Cersei_Lannister,King's Landing,2020-01-09T14:53:13.0
Daenerys_Targaryen,King's Landing,2020-01-09T14:55:22.0
Daenerys_Targaryen,King's Landing,2020-01-09T14:55:30.0
Daenerys_Targaryen,King's Landing,2020-01-09T14:55:38.0
Jon_Snow,King's Landing,2020-01-09T14:56:13.0
Jon_Snow,King's Landing,2020-01-09T14:56:30.0
Daenerys_Targaryen,King's Landing,2020-01-09T14:56:30.0
Jon_Snow,King's Landing,2020-01-09T14:56:34.0
Daenerys_Targaryen,King's Landing,2020-01-09T14:57:43.0
Daenerys_Targaryen,King's Landing,2020-01-09T14:57:56.0
Daenerys_Targaryen,King's Landing,2020-01-09T14:58:17.0
Cersei_Lannister,King's Landing,2020-01-09T14:58:36.0
Daenerys_Targaryen,King's Landing,2020-01-09T14:58:45.0
Daenerys_Targaryen,King's Landing,2020-01-09T14:59:03.0
Cersei_Lannister,King's Landing,2020-01-09T14:59:39.0
Qyburn,King's Landing,2020-01-09T14:59:39.0
Gregor_Clegane,King's Landing,2020-01-09T14:59:39.0
Cersei_Lannister,King's Landing,2020-01-09T14:59:42.0
Qyburn,King's Landing,2020-01-09T14:59:42.0
Gregor_Clegane,King's Landing,2020-01-09T14:59:42.0
Daenerys_Targaryen,King's Landing,2020-01-09T14:59:42.0
Cersei_Lannister,King's Landing,2020-01-09T14:59:54.0
Qyburn,King's Landing,2020-01-09T14:59:54.0
Gregor_Clegane,King's Landing,2020-01-09T14:59:54.0
Jon_Snow,King's Landing,2020-01-09T15:00:24.0
Jon_Snow,King's Landing,2020-01-09T15:00:47.0
Cersei_Lannister,King's Landing,2020-01-09T15:01:18.0
Daenerys_Targaryen,King's Landing,2020-01-09T15:01:22.0
Daenerys_Targaryen,King's Landing,2020-01-09T15:01:41.0
Jon_Snow,King's Landing,2020-01-09T15:01:46.0
Daenerys_Targaryen,King's Landing,2020-01-09T15:01:50.0
Jon_Snow,King's Landing,2020-01-09T15:02:05.0
Jon_Snow,King's Landing,2020-01-09T15:02:13.0
Cersei_Lannister,King's Landing,2020-01-09T15:02:40.0
Daenerys_Targaryen,King's Landing,2020-01-09T15:03:14.0
Daenerys_Targaryen,King's Landing,2020-01-09T15:03:22.0
Cersei_Lannister,King's Landing,2020-01-09T15:03:22.0
Daenerys_Targaryen,King's Landing,2020-01-09T15:03:32.0
Daenerys_Targaryen,King's Landing,2020-01-09T15:03:37.0
Cersei_Lannister,King's Landing,2020-01-09T15:03:42.0
Daenerys_Targaryen,King's Landing,2020-01-09T15:03:46.0
Cersei_Lannister,King's Landing,2020-01-09T15:03:50.0
Jon_Snow,King's Landing,2020-01-09T15:04:09.0
Cersei_Lannister,King's Landing,2020-01-09T15:04:14.0
Daenerys_Targaryen,King's Landing,2020-01-09T15:04:32.0
Daenerys_Targaryen,King's Landing,2020-01-09T15:04:52.0
Daenerys_Targaryen,King's Landing,2020-01-09T15:04:59.0
Cersei_Lannister,King's Landing,2020-01-09T15:05:03.0
Daenerys_Targaryen,King's Landing,2020-01-09T15:05:13.0
Daenerys_Targaryen,King's Landing,2020-01-09T15:05:18.0
Daenerys_Targaryen,King's Landing,2020-01-09T15:05:31.0
Daenerys_Targaryen,King's Landing,2020-01-09T15:05:37.0
Jon_Snow,King's Landing,2020-01-09T15:06:01.0
Jon_Snow,King's Landing,2020-01-09T15:06:17.0
Jon_Snow,King's Landing,2020-01-09T15:06:29.0
Daenerys_Targaryen,King's Landing,2020-01-09T15:07:13.0
Daenerys_Targaryen,King's Landing,2020-01-09T15:07:23.0
Cersei_Lannister,King's Landing,2020-01-09T15:07:26.0
Daenerys_Targaryen,King's Landing,2020-01-09T15:07:32.0
Daenerys_Targaryen,King's Landing,2020-01-09T15:07:39.0
Jon_Snow,King's Landing,2020-01-09T15:08:03.0
Daenerys_Targaryen,King's Landing,2020-01-09T15:08:42.0
Jon_Snow,King's Landing,2020-01-09T15:09:19.0
Jon_Snow,King's Landing,2020-01-09T15:09:45.0
Daenerys_Targaryen,King's Landing,2020-01-09T15:09:54.0
Cersei_Lannister,King's Landing,2020-01-09T15:09:54.0
Cersei_Lannister,King's Landing,2020-01-09T15:09:58.0
Daenerys_Targaryen,King's Landing,2020-01-09T15:10:01.0
Cersei_Lannister,King's Landing,2020-01-09T15:10:05.0
Daenerys_Targaryen,King's Landing,2020-01-09T15:10:09.0
Cersei_Lannister,King's Landing,2020-01-09T15:10:11.0
Gregor_Clegane,King's Landing,2020-01-09T15:10:11.0
Daenerys_Targaryen,King's Landing,2020-01-09T15:10:15.0
Cersei_Lannister,King's Landing,2020-01-09T15:11:14.0
Daenerys_Targaryen,King's Landing,2020-01-09T15:11:33.0
Cersei_Lannister,King's Landing,2020-01-09T15:13:44.0
Gregor_Clegane,King's Landing,2020-01-09T15:13:44.0
Qyburn,King's Landing,2020-01-09T15:13:44.0
Daenerys_Targaryen,King's Landing,2020-01-09T15:15:24.0
Cersei_Lannister,King's Landing,2020-01-09T15:17:35.0
Gregor_Clegane,King's Landing,2020-01-09T15:17:35.0
Qyburn,King's Landing,2020-01-09T15:17:35.0
Cersei_Lannister,King's Landing,2020-01-09T15:18:29.0
Gregor_Clegane,King's Landing,2020-01-09T15:18:29.0
Qyburn,King's Landing,2020-01-09T15:18:29.0
Cersei_Lannister,King's Landing,2020-01-09T15:18:49.0
Gregor_Clegane,King's Landing,2020-01-09T15:18:49.0
Qyburn,King's Landing,2020-01-09T15:18:49.0
Gregor_Clegane,King's Landing,2020-01-09T15:18:52.0
Qyburn,King's Landing,2020-01-09T15:18:52.0
Daenerys_Targaryen,King's Landing,2020-01-09T15:18:52.0
Gregor_Clegane,King's Landing,2020-01-09T15:19:37.0
Cersei_Lannister,King's Landing,2020-01-09T15:19:59.0
Cersei_Lannister,King's Landing,2020-01-09T15:21:37.0
Gregor_Clegane,King's Landing,2020-01-09T15:22:48.0
Daenerys_Targaryen,King's Landing,2020-01-09T15:24:01.0
Gregor_Clegane,King's Landing,2020-01-09T15:24:29.0
Gregor_Clegane,King's Landing,2020-01-09T15:24:32.0
Gregor_Clegane,King's Landing,2020-01-09T15:24:36.0
Gregor_Clegane,King's Landing,2020-01-09T15:24:42.0
Gregor_Clegane,King's Landing,2020-01-09T15:24:48.0
Gregor_Clegane,King's Landing,2020-01-09T15:24:54.0
Eleanor's_Daughter,King's Landing,2020-01-09T15:25:22.0
Gregor_Clegane,King's Landing,2020-01-09T15:26:55.0
Gregor_Clegane,King's Landing,2020-01-09T15:27:08.0
Jon_Snow,King's Landing,2020-01-09T15:27:17.0
Daenerys_Targaryen,King's Landing,2020-01-09T15:27:21.0
Jon_Snow,King's Landing,2020-01-09T15:27:49.0
Daenerys_Targaryen,King's Landing,2020-01-09T15:27:51.0
Jon_Snow,King's Landing,2020-01-09T15:27:51.0
Jon_Snow,King's Landing,2020-01-09T15:27:54.0
Daenerys_Targaryen,King's Landing,2020-01-09T15:28:06.0
Eleanor's_Daughter,King's Landing,2020-01-09T15:30:46.0
Eleanor's_Daughter,King's Landing,2020-01-09T15:31:10.0
Daenerys_Targaryen,King's Landing,2020-01-09T15:31:10.0
Eleanor's_Daughter,King's Landing,2020-01-09T15:31:37.0
Cersei_Lannister,King's Landing,2020-01-09T15:34:02.0
Eleanor's_Daughter,King's Landing,2020-01-09T15:36:04.0
Jon_Snow,King's Landing,2020-01-09T15:44:36.0
Jon_Snow,King's Landing,2020-01-09T15:45:23.0
Eleanor's_Daughter,King's Landing,2020-01-09T15:45:23.0
Jon_Snow,King's Landing,2020-01-09T15:47:30.0
Cersei_Lannister,King's Landing,2020-01-09T15:51:55.0
Jon_Snow,King's Landing,2020-01-09T15:52:20.0
Jon_Snow,King's Landing,2020-01-09T15:52:45.0
Jon_Snow,King's Landing,2020-01-09T15:53:18.0
Jon_Snow,King's Landing,2020-01-09T15:53:34.0
Jon_Snow,King's Landing,2020-01-09T15:53:47.0
Daenerys_Targaryen,King's Landing,2020-01-09T15:53:47.0
Jon_Snow,King's Landing,2020-01-09T15:53:59.0
Jon_Snow,King's Landing,2020-01-09T15:54:06.0
Daenerys_Targaryen,King's Landing,2020-01-09T15:54:06.0
Jon_Snow,King's Landing,2020-01-09T15:55:03.0
Daenerys_Targaryen,King's Landing,2020-01-09T15:55:03.0
Jon_Snow,King's Landing,2020-01-09T15:56:03.0
Daenerys_Targaryen,King's Landing,2020-01-09T15:56:03.0
Jon_Snow,King's Landing,2020-01-09T15:57:09.0
Daenerys_Targaryen,King's Landing,2020-01-09T15:57:09.0
Jon_Snow,King's Landing,2020-01-09T15:57:16.0
Daenerys_Targaryen,King's Landing,2020-01-09T15:57:16.0
Jon_Snow,King's Landing,2020-01-09T15:58:04.0
Daenerys_Targaryen,King's Landing,2020-01-09T15:58:04.0
Daenerys_Targaryen,King's Landing,2020-01-09T15:58:45.0
Jon_Snow,King's Landing,2020-01-09T15:58:57.0
Daenerys_Targaryen,King's Landing,2020-01-09T15:58:57.0
Daenerys_Targaryen,King's Landing,2020-01-09T15:59:14.0
Jon_Snow,King's Landing,2020-01-09T16:00:14.0
Daenerys_Targaryen,King's Landing,2020-01-09T16:00:14.0
Jon_Snow,King's Landing,2020-01-09T16:00:39.0
Jon_Snow,King's Landing,2020-01-09T16:00:42.0
Daenerys_Targaryen,King's Landing,2020-01-09T16:00:42.0
Jon_Snow,King's Landing,2020-01-09T16:01:09.0
Jon_Snow,King's Landing,2020-01-09T16:01:14.0
Daenerys_Targaryen,King's Landing,2020-01-09T16:01:14.0
Jon_Snow,King's Landing,2020-01-09T16:01:29.0
Grey_Worm,Dragonstone,2020-01-09T13:52:19.0
Missandei,Dragonstone,2020-01-09T13:52:19.0
Daenerys_Targaryen,Dragonstone,2020-01-09T13:54:50.0
Daenerys_Targaryen,Dragonstone,2020-01-09T13:54:58.0
Daenerys_Targaryen,Dragonstone,2020-01-09T13:55:02.0
Daenerys_Targaryen,Dragonstone,2020-01-09T13:55:38.0
Daenerys_Targaryen,Dragonstone,2020-01-09T13:55:47.0
Daenerys_Targaryen,Dragonstone,2020-01-09T13:55:52.0
Missandei,Dragonstone,2020-01-09T13:55:52.0
Daenerys_Targaryen,Dragonstone,2020-01-09T13:56:00.0
Missandei,Dragonstone,2020-01-09T13:56:00.0
Grey_Worm,Dragonstone,2020-01-09T13:56:14.0
Missandei,Dragonstone,2020-01-09T13:56:14.0
Grey_Worm,Dragonstone,2020-01-09T13:56:27.0
Grey_Worm,Dragonstone,2020-01-09T13:57:44.0
Daenerys_Targaryen,Dragonstone,2020-01-09T14:01:29.0
Grey_Worm,Dragonstone,2020-01-09T14:01:29.0
Jon_Snow,Dragonstone,2020-01-09T14:24:29.0
Jon_Snow,Dragonstone,2020-01-09T14:26:18.0
Jon_Snow,Dragonstone,2020-01-09T14:26:28.0
Daenerys_Targaryen,Dragonstone,2020-01-09T14:29:36.0
Grey_Worm,Dragonstone,2020-01-09T14:30:22.0
